Id,Title,Description,Category,CampName,VenueName,SubmitterName,LocationNote,Date,StartTime,DurationMinutes,IsRecurring,PriorityRank,Status,SubmittedAt,Host
021aa6de-2d2d-41d4-ab66-931b9e8fec92,Complaint Box,"Following our world-acclaimed 2025 Review of Complaints About Complaints, we've returned better than ever. Got a grievance, concern, or irrational vendetta? Drop it in our Complaints Box and let our expert team of legal professionals, interns, and one emotionally unavailable Labrador guide it through a rigorous process of acknowledgement, investigation, and probable neglect. Submit today and become part of an exceptionally well-organized problem.",Spiritual / Healing,,Somewhere on the Playa,Paprika,Look well enough and you will find it,2026-07-07,00:00,1440,Yes,0,Approved,2026-06-06 18:25:11,Shenanicamp
021aa6de-2d2d-41d4-ab66-931b9e8fec92,Complaint Box,"Following our world-acclaimed 2025 Review of Complaints About Complaints, we've returned better than ever. Got a grievance, concern, or irrational vendetta? Drop it in our Complaints Box and let our expert team of legal professionals, interns, and one emotionally unavailable Labrador guide it through a rigorous process of acknowledgement, investigation, and probable neglect. Submit today and become part of an exceptionally well-organized problem.",Spiritual / Healing,,Somewhere on the Playa,Paprika,Look well enough and you will find it,2026-07-08,00:00,1440,Yes,0,Approved,2026-06-06 18:25:11,Shenanicamp
021aa6de-2d2d-41d4-ab66-931b9e8fec92,Complaint Box,"Following our world-acclaimed 2025 Review of Complaints About Complaints, we've returned better than ever. Got a grievance, concern, or irrational vendetta? Drop it in our Complaints Box and let our expert team of legal professionals, interns, and one emotionally unavailable Labrador guide it through a rigorous process of acknowledgement, investigation, and probable neglect. Submit today and become part of an exceptionally well-organized problem.",Spiritual / Healing,,Somewhere on the Playa,Paprika,Look well enough and you will find it,2026-07-09,00:00,1440,Yes,0,Approved,2026-06-06 18:25:11,Shenanicamp
021aa6de-2d2d-41d4-ab66-931b9e8fec92,Complaint Box,"Following our world-acclaimed 2025 Review of Complaints About Complaints, we've returned better than ever. Got a grievance, concern, or irrational vendetta? Drop it in our Complaints Box and let our expert team of legal professionals, interns, and one emotionally unavailable Labrador guide it through a rigorous process of acknowledgement, investigation, and probable neglect. Submit today and become part of an exceptionally well-organized problem.",Spiritual / Healing,,Somewhere on the Playa,Paprika,Look well enough and you will find it,2026-07-10,00:00,1440,Yes,0,Approved,2026-06-06 18:25:11,Shenanicamp
021aa6de-2d2d-41d4-ab66-931b9e8fec92,Complaint Box,"Following our world-acclaimed 2025 Review of Complaints About Complaints, we've returned better than ever. Got a grievance, concern, or irrational vendetta? Drop it in our Complaints Box and let our expert team of legal professionals, interns, and one emotionally unavailable Labrador guide it through a rigorous process of acknowledgement, investigation, and probable neglect. Submit today and become part of an exceptionally well-organized problem.",Spiritual / Healing,,Somewhere on the Playa,Paprika,Look well enough and you will find it,2026-07-11,00:00,1440,Yes,0,Approved,2026-06-06 18:25:11,Shenanicamp
021aa6de-2d2d-41d4-ab66-931b9e8fec92,Complaint Box,"Following our world-acclaimed 2025 Review of Complaints About Complaints, we've returned better than ever. Got a grievance, concern, or irrational vendetta? Drop it in our Complaints Box and let our expert team of legal professionals, interns, and one emotionally unavailable Labrador guide it through a rigorous process of acknowledgement, investigation, and probable neglect. Submit today and become part of an exceptionally well-organized problem.",Spiritual / Healing,,Somewhere on the Playa,Paprika,Look well enough and you will find it,2026-07-12,00:00,1440,Yes,0,Approved,2026-06-06 18:25:11,Shenanicamp
371b084a-cc68-410c-b4eb-557d113f7bf4,A wish fairy lost in the playa ,"A Wish Faery has been spotted on the playa with her gigantic dandelion…she may appears randomly
Approach gently. State your wish. Try not to scare her away with excessive seriousness.
The faery will collect your wish with full love and magic…
No guarantees. That’s how faeries work. Side effects may include wonder…",Spiritual / Healing,Belly Town,,,La playa,2026-07-07,00:00,60,Yes,1,Approved,2026-06-07 08:19:51,Plume 
371b084a-cc68-410c-b4eb-557d113f7bf4,A wish fairy lost in the playa ,"A Wish Faery has been spotted on the playa with her gigantic dandelion…she may appears randomly
Approach gently. State your wish. Try not to scare her away with excessive seriousness.
The faery will collect your wish with full love and magic…
No guarantees. That’s how faeries work. Side effects may include wonder…",Spiritual / Healing,Belly Town,,,La playa,2026-07-08,00:00,60,Yes,1,Approved,2026-06-07 08:19:51,Plume 
371b084a-cc68-410c-b4eb-557d113f7bf4,A wish fairy lost in the playa ,"A Wish Faery has been spotted on the playa with her gigantic dandelion…she may appears randomly
Approach gently. State your wish. Try not to scare her away with excessive seriousness.
The faery will collect your wish with full love and magic…
No guarantees. That’s how faeries work. Side effects may include wonder…",Spiritual / Healing,Belly Town,,,La playa,2026-07-09,00:00,60,Yes,1,Approved,2026-06-07 08:19:51,Plume 
371b084a-cc68-410c-b4eb-557d113f7bf4,A wish fairy lost in the playa ,"A Wish Faery has been spotted on the playa with her gigantic dandelion…she may appears randomly
Approach gently. State your wish. Try not to scare her away with excessive seriousness.
The faery will collect your wish with full love and magic…
No guarantees. That’s how faeries work. Side effects may include wonder…",Spiritual / Healing,Belly Town,,,La playa,2026-07-10,00:00,60,Yes,1,Approved,2026-06-07 08:19:51,Plume 
88e49efa-931a-48c6-b5d6-d11c8c7ad556,Kinky Threads,"Think of it like a big kinky personals board. Grab a marker, write your name, where to find you, and the stuff you’re into: Impact! Feet! Solving puzzles! Pegging! Maybe you’ll find someone into it too. You can find each other, play, or make a new friend, the possibilities are limitless !",Adults,Glitch,,,Glitch,2026-07-08,08:00,480,Yes,2,Approved,2026-06-02 23:30:22,Code 1=”I’m”
88e49efa-931a-48c6-b5d6-d11c8c7ad556,Kinky Threads,"Think of it like a big kinky personals board. Grab a marker, write your name, where to find you, and the stuff you’re into: Impact! Feet! Solving puzzles! Pegging! Maybe you’ll find someone into it too. You can find each other, play, or make a new friend, the possibilities are limitless !",Adults,Glitch,,,Glitch,2026-07-09,08:00,480,Yes,2,Approved,2026-06-02 23:30:22,Code 1=”I’m”
88e49efa-931a-48c6-b5d6-d11c8c7ad556,Kinky Threads,"Think of it like a big kinky personals board. Grab a marker, write your name, where to find you, and the stuff you’re into: Impact! Feet! Solving puzzles! Pegging! Maybe you’ll find someone into it too. You can find each other, play, or make a new friend, the possibilities are limitless !",Adults,Glitch,,,Glitch,2026-07-10,08:00,480,Yes,2,Approved,2026-06-02 23:30:22,Code 1=”I’m”
88e49efa-931a-48c6-b5d6-d11c8c7ad556,Kinky Threads,"Think of it like a big kinky personals board. Grab a marker, write your name, where to find you, and the stuff you’re into: Impact! Feet! Solving puzzles! Pegging! Maybe you’ll find someone into it too. You can find each other, play, or make a new friend, the possibilities are limitless !",Adults,Glitch,,,Glitch,2026-07-11,08:00,480,Yes,2,Approved,2026-06-02 23:30:22,Code 1=”I’m”
88e49efa-931a-48c6-b5d6-d11c8c7ad556,Kinky Threads,"Think of it like a big kinky personals board. Grab a marker, write your name, where to find you, and the stuff you’re into: Impact! Feet! Solving puzzles! Pegging! Maybe you’ll find someone into it too. You can find each other, play, or make a new friend, the possibilities are limitless !",Adults,Glitch,,,Glitch,2026-07-12,08:00,480,Yes,2,Approved,2026-06-02 23:30:22,Code 1=”I’m”
473d7894-271d-4af7-a66a-a8d00aee4d6b,Morning Movement for the Dusty and Crusty,"Let's kick off the week with good intentions. Seize the day with a semi-early start, limber up with a little yoga, followed by some fun and silly physical challenges. Can you lick your elbow?.... did you just try?",Workshop,Yes!,,,Mr Stretchy,2026-07-07,08:00,90,No,1,Approved,2026-06-05 18:08:21,Will and Em
65adc81d-1bbb-429d-bc0c-7f390601985b,Tabasco Lube,"Want to spice up your sexuality? Let's get a try, not me.",Adults,Barrio del Sol,,,,2026-07-07,08:00,60,No,1,Approved,2026-06-08 19:26:22,Duckman
394e37a0-6977-4780-a08a-044008555eb4,Yoga - Grow the Heart,"An invitation to explore asanas, breath and stillness. Create freedom in your body through twists, upper chest opening and sounds. Flow to feel good and reconnect to yourself. ",Workshop,Here & Meow,,,Beduina,2026-07-07,09:00,60,No,1,Approved,2026-06-04 19:10:36,Morgan Rosario
22e3962a-b512-45da-a311-4742633038f0,IFS Therapy,"Back again in 2026 - Need a quick mental / emotional check-in? Interested in learning a research-backed psychotherapeutic technique that you can practice on yourself? A trained IFS (Internal Family Systems) practitioner is available for 1-1, guided meditation sessions to help you ease emotional tension, clarify internal confusion, and cultivate greater self-compassion. Come by the camp to inquire or sign up.",Spiritual / Healing,Bread & Tomato,,,,2026-07-07,10:00,240,No,1,Approved,2026-05-26 19:18:21,Ben D / Roshi
76aacca8-24e6-4e10-81ab-1346df752023,Shit Ninja Training,"Learn everything you need to know to do your job in the Shit Ninja Forces. Learn some special secret tricks and get to know the Shit Heads. Another meeting is held on Monday, July 6, at 18:00. (Attendance of one of the trainings is mandatory for all Shit Ninjas!)",Other,,Container Village,Shitshow,Kermit (green) container in Container Village,2026-07-07,10:00,60,No,0,Approved,2026-06-02 23:44:55,The Shit Heads
55442071-0ffa-4f0b-9d56-d5cd7844f35a,The plank club,"For everyone whose lower back has quietly decided to quit its job.
Every morning we will guide your half-dead festival body through a lower-back relief 5 min routine to unlock the spine and reactivate the glutes, followed by a collective core-strengthening plank challenge.
We start Tuesday with 1 minute plank, then add 1 minute every day together, reaching the glorious 6-minute finale by the end of the burn.",Other,Here & Meow,,,Beduina,2026-07-07,10:00,15,Yes,1,Approved,2026-06-04 19:24:30,Ruben
55442071-0ffa-4f0b-9d56-d5cd7844f35a,The plank club,"For everyone whose lower back has quietly decided to quit its job.
Every morning we will guide your half-dead festival body through a lower-back relief 5 min routine to unlock the spine and reactivate the glutes, followed by a collective core-strengthening plank challenge.
We start Tuesday with 1 minute plank, then add 1 minute every day together, reaching the glorious 6-minute finale by the end of the burn.",Other,Here & Meow,,,Beduina,2026-07-08,10:00,15,Yes,1,Approved,2026-06-04 19:24:30,Ruben
55442071-0ffa-4f0b-9d56-d5cd7844f35a,The plank club,"For everyone whose lower back has quietly decided to quit its job.
Every morning we will guide your half-dead festival body through a lower-back relief 5 min routine to unlock the spine and reactivate the glutes, followed by a collective core-strengthening plank challenge.
We start Tuesday with 1 minute plank, then add 1 minute every day together, reaching the glorious 6-minute finale by the end of the burn.",Other,Here & Meow,,,Beduina,2026-07-09,10:00,15,Yes,1,Approved,2026-06-04 19:24:30,Ruben
55442071-0ffa-4f0b-9d56-d5cd7844f35a,The plank club,"For everyone whose lower back has quietly decided to quit its job.
Every morning we will guide your half-dead festival body through a lower-back relief 5 min routine to unlock the spine and reactivate the glutes, followed by a collective core-strengthening plank challenge.
We start Tuesday with 1 minute plank, then add 1 minute every day together, reaching the glorious 6-minute finale by the end of the burn.",Other,Here & Meow,,,Beduina,2026-07-10,10:00,15,Yes,1,Approved,2026-06-04 19:24:30,Ruben
55442071-0ffa-4f0b-9d56-d5cd7844f35a,The plank club,"For everyone whose lower back has quietly decided to quit its job.
Every morning we will guide your half-dead festival body through a lower-back relief 5 min routine to unlock the spine and reactivate the glutes, followed by a collective core-strengthening plank challenge.
We start Tuesday with 1 minute plank, then add 1 minute every day together, reaching the glorious 6-minute finale by the end of the burn.",Other,Here & Meow,,,Beduina,2026-07-11,10:00,15,Yes,1,Approved,2026-06-04 19:24:30,Ruben
55442071-0ffa-4f0b-9d56-d5cd7844f35a,The plank club,"For everyone whose lower back has quietly decided to quit its job.
Every morning we will guide your half-dead festival body through a lower-back relief 5 min routine to unlock the spine and reactivate the glutes, followed by a collective core-strengthening plank challenge.
We start Tuesday with 1 minute plank, then add 1 minute every day together, reaching the glorious 6-minute finale by the end of the burn.",Other,Here & Meow,,,Beduina,2026-07-12,10:00,15,Yes,1,Approved,2026-06-04 19:24:30,Ruben
b03623d2-f110-493d-91fd-bd3de8eae5df,Pop Up Orgies,"Look out for Come&Play's mobile orgy dome - it will pop up across the playa, bringing different themed orgies right to our esteemed sex tourists. Expect vetting at the door, this is not a one size fits all situation - pun intended.",Adults,Come & Play,,,All around Playa,2026-07-07,10:00,480,Yes,1,Approved,2026-06-05 21:26:52,"We come, you play"
b03623d2-f110-493d-91fd-bd3de8eae5df,Pop Up Orgies,"Look out for Come&Play's mobile orgy dome - it will pop up across the playa, bringing different themed orgies right to our esteemed sex tourists. Expect vetting at the door, this is not a one size fits all situation - pun intended.",Adults,Come & Play,,,All around Playa,2026-07-08,10:00,480,Yes,1,Approved,2026-06-05 21:26:52,"We come, you play"
b03623d2-f110-493d-91fd-bd3de8eae5df,Pop Up Orgies,"Look out for Come&Play's mobile orgy dome - it will pop up across the playa, bringing different themed orgies right to our esteemed sex tourists. Expect vetting at the door, this is not a one size fits all situation - pun intended.",Adults,Come & Play,,,All around Playa,2026-07-09,10:00,480,Yes,1,Approved,2026-06-05 21:26:52,"We come, you play"
b03623d2-f110-493d-91fd-bd3de8eae5df,Pop Up Orgies,"Look out for Come&Play's mobile orgy dome - it will pop up across the playa, bringing different themed orgies right to our esteemed sex tourists. Expect vetting at the door, this is not a one size fits all situation - pun intended.",Adults,Come & Play,,,All around Playa,2026-07-10,10:00,480,Yes,1,Approved,2026-06-05 21:26:52,"We come, you play"
b03623d2-f110-493d-91fd-bd3de8eae5df,Pop Up Orgies,"Look out for Come&Play's mobile orgy dome - it will pop up across the playa, bringing different themed orgies right to our esteemed sex tourists. Expect vetting at the door, this is not a one size fits all situation - pun intended.",Adults,Come & Play,,,All around Playa,2026-07-11,10:00,480,Yes,1,Approved,2026-06-05 21:26:52,"We come, you play"
ef0d9365-6ed0-4255-9ee4-cd59bf2cd138,Sex Work For Free,"We will host again our famous 'Sex Work For Free'. Come and have a look at our offers, and maybe you'll find something that entices you! You can then find the person offering this service and ask if they're up for it. After the details have been discussed, you're all set to make your wildest fantasies come true.",Adults,Come & Play,,,Barrio Entrance,2026-07-07,10:00,480,Yes,1,Approved,2026-06-05 21:26:52,Come & Play
ef0d9365-6ed0-4255-9ee4-cd59bf2cd138,Sex Work For Free,"We will host again our famous 'Sex Work For Free'. Come and have a look at our offers, and maybe you'll find something that entices you! You can then find the person offering this service and ask if they're up for it. After the details have been discussed, you're all set to make your wildest fantasies come true.",Adults,Come & Play,,,Barrio Entrance,2026-07-08,10:00,480,Yes,1,Approved,2026-06-05 21:26:52,Come & Play
ef0d9365-6ed0-4255-9ee4-cd59bf2cd138,Sex Work For Free,"We will host again our famous 'Sex Work For Free'. Come and have a look at our offers, and maybe you'll find something that entices you! You can then find the person offering this service and ask if they're up for it. After the details have been discussed, you're all set to make your wildest fantasies come true.",Adults,Come & Play,,,Barrio Entrance,2026-07-09,10:00,480,Yes,1,Approved,2026-06-05 21:26:52,Come & Play
ef0d9365-6ed0-4255-9ee4-cd59bf2cd138,Sex Work For Free,"We will host again our famous 'Sex Work For Free'. Come and have a look at our offers, and maybe you'll find something that entices you! You can then find the person offering this service and ask if they're up for it. After the details have been discussed, you're all set to make your wildest fantasies come true.",Adults,Come & Play,,,Barrio Entrance,2026-07-10,10:00,480,Yes,1,Approved,2026-06-05 21:26:52,Come & Play
ef0d9365-6ed0-4255-9ee4-cd59bf2cd138,Sex Work For Free,"We will host again our famous 'Sex Work For Free'. Come and have a look at our offers, and maybe you'll find something that entices you! You can then find the person offering this service and ask if they're up for it. After the details have been discussed, you're all set to make your wildest fantasies come true.",Adults,Come & Play,,,Barrio Entrance,2026-07-11,10:00,480,Yes,1,Approved,2026-06-05 21:26:52,Come & Play
197795fd-7389-4c33-9d44-0a2b42f62762,Almost Kissing Bar,"Welcome to C&P favorite bar, the one where it is strictly forbidden to kiss the bartender. It has been reported that some like to flirt dangerously close to this limit though. Come any time, on either side of the bar, drinks not included",Adults,Come & Play,,,Barrio Entrance,2026-07-07,10:00,480,Yes,1,Approved,2026-06-05 21:26:52,Come & Play
197795fd-7389-4c33-9d44-0a2b42f62762,Almost Kissing Bar,"Welcome to C&P favorite bar, the one where it is strictly forbidden to kiss the bartender. It has been reported that some like to flirt dangerously close to this limit though. Come any time, on either side of the bar, drinks not included",Adults,Come & Play,,,Barrio Entrance,2026-07-08,10:00,480,Yes,1,Approved,2026-06-05 21:26:52,Come & Play
197795fd-7389-4c33-9d44-0a2b42f62762,Almost Kissing Bar,"Welcome to C&P favorite bar, the one where it is strictly forbidden to kiss the bartender. It has been reported that some like to flirt dangerously close to this limit though. Come any time, on either side of the bar, drinks not included",Adults,Come & Play,,,Barrio Entrance,2026-07-09,10:00,480,Yes,1,Approved,2026-06-05 21:26:52,Come & Play
197795fd-7389-4c33-9d44-0a2b42f62762,Almost Kissing Bar,"Welcome to C&P favorite bar, the one where it is strictly forbidden to kiss the bartender. It has been reported that some like to flirt dangerously close to this limit though. Come any time, on either side of the bar, drinks not included",Adults,Come & Play,,,Barrio Entrance,2026-07-10,10:00,480,Yes,1,Approved,2026-06-05 21:26:52,Come & Play
197795fd-7389-4c33-9d44-0a2b42f62762,Almost Kissing Bar,"Welcome to C&P favorite bar, the one where it is strictly forbidden to kiss the bartender. It has been reported that some like to flirt dangerously close to this limit though. Come any time, on either side of the bar, drinks not included",Adults,Come & Play,,,Barrio Entrance,2026-07-11,10:00,480,Yes,1,Approved,2026-06-05 21:26:52,Come & Play
dfb448e5-f420-4b63-a423-35c873d0d0ff,Turmeric sun printing,"Create a souvenir to bring home... Printed on fabric, directly by THE SUN! ☀️",Workshop,Planet Resilium,,,,2026-07-07,10:00,60,Yes,1,Approved,2026-06-07 13:15:53,Dr. Plantes
dfb448e5-f420-4b63-a423-35c873d0d0ff,Turmeric sun printing,"Create a souvenir to bring home... Printed on fabric, directly by THE SUN! ☀️",Workshop,Planet Resilium,,,,2026-07-09,10:00,60,Yes,1,Approved,2026-06-07 13:15:53,Dr. Plantes
ed0f3416-646d-432e-b283-a830c43435b3,Yoga-Capoeira,"We are animals. But forgot we are. Come to this workshop to reconnect and release your animalistic energy, and from there, learn about the African origins of Brazilian capoeira. This is a streching, yoga and capoeira workshop. We are also going to sing songs paying tribute to the Orixás. Being sober is a plus. Bring water, friends and your inner dendê. Muito axê pra vocês! ",Workshop,Camp Cambio,,,,2026-07-07,10:00,120,No,1,Approved,2026-06-07 23:46:47,Circus
a0ef6ea9-5323-4c32-ad33-10bb9e61dde9,The Court Is Yours — Open Beach Volleyball,"We have a court. We have a net. We have balls. And we want nothing in return. Peach Please's open beach volleyball court is our gift to the beach — come by and play whenever you want. If there are teams, there's a tournament. No registration, no strict rules — just Elsewhere principles and good vibes. Find us at the No-Playa Voley Club at Peach Please.",Other,Peach Please,,,No-Playa Voley Club,2026-07-07,10:00,480,Yes,1,Approved,2026-06-08 11:42:32,Iñaki
a0ef6ea9-5323-4c32-ad33-10bb9e61dde9,The Court Is Yours — Open Beach Volleyball,"We have a court. We have a net. We have balls. And we want nothing in return. Peach Please's open beach volleyball court is our gift to the beach — come by and play whenever you want. If there are teams, there's a tournament. No registration, no strict rules — just Elsewhere principles and good vibes. Find us at the No-Playa Voley Club at Peach Please.",Other,Peach Please,,,No-Playa Voley Club,2026-07-08,10:00,480,Yes,1,Approved,2026-06-08 11:42:32,Iñaki
a0ef6ea9-5323-4c32-ad33-10bb9e61dde9,The Court Is Yours — Open Beach Volleyball,"We have a court. We have a net. We have balls. And we want nothing in return. Peach Please's open beach volleyball court is our gift to the beach — come by and play whenever you want. If there are teams, there's a tournament. No registration, no strict rules — just Elsewhere principles and good vibes. Find us at the No-Playa Voley Club at Peach Please.",Other,Peach Please,,,No-Playa Voley Club,2026-07-09,10:00,480,Yes,1,Approved,2026-06-08 11:42:32,Iñaki
a0ef6ea9-5323-4c32-ad33-10bb9e61dde9,The Court Is Yours — Open Beach Volleyball,"We have a court. We have a net. We have balls. And we want nothing in return. Peach Please's open beach volleyball court is our gift to the beach — come by and play whenever you want. If there are teams, there's a tournament. No registration, no strict rules — just Elsewhere principles and good vibes. Find us at the No-Playa Voley Club at Peach Please.",Other,Peach Please,,,No-Playa Voley Club,2026-07-10,10:00,480,Yes,1,Approved,2026-06-08 11:42:32,Iñaki
a0ef6ea9-5323-4c32-ad33-10bb9e61dde9,The Court Is Yours — Open Beach Volleyball,"We have a court. We have a net. We have balls. And we want nothing in return. Peach Please's open beach volleyball court is our gift to the beach — come by and play whenever you want. If there are teams, there's a tournament. No registration, no strict rules — just Elsewhere principles and good vibes. Find us at the No-Playa Voley Club at Peach Please.",Other,Peach Please,,,No-Playa Voley Club,2026-07-11,10:00,480,Yes,1,Approved,2026-06-08 11:42:32,Iñaki
a0ef6ea9-5323-4c32-ad33-10bb9e61dde9,The Court Is Yours — Open Beach Volleyball,"We have a court. We have a net. We have balls. And we want nothing in return. Peach Please's open beach volleyball court is our gift to the beach — come by and play whenever you want. If there are teams, there's a tournament. No registration, no strict rules — just Elsewhere principles and good vibes. Find us at the No-Playa Voley Club at Peach Please.",Other,Peach Please,,,No-Playa Voley Club,2026-07-12,10:00,480,Yes,1,Approved,2026-06-08 11:42:32,Iñaki
154598a9-9aee-47fd-aeca-d9be9a10845f,Butoh Dance Laboratory,"¿Butoh? Discover an active meditation in which every movement, each second, all sensations, feelings and images arouse in your body summoning an overwhelming monument to human experience. Inspired by this art form that began in post nuclear Japan we enact inner light and shadows trough somatic body dynamics and hypnotic poetry plunging our conscience into the realms of waking dreaming alongside the veteran dancer from Zaragoza Gonzalo Catalinas. ",Workshop,,MoE - Middle of Elsewhere,Ania,,2026-07-07,10:00,150,No,0,Approved,2026-06-08 13:26:22,Gonzalina
2f3f659f-d6e1-4d79-8dec-d219f97c26c3,Primal Moves,"Primal Moves is a bodyweight movement method designed to cultivate body awareness, strength & mobility. Get ready to sweat! This will be a proper workout with biped & quadrupedal movements, core work and (preparation for) handstands. Animal costumes very welcome!",Workshop,Here & Meow,,,Beduina,2026-07-07,10:15,60,Yes,1,Approved,2026-06-07 21:59:40,Goldie
2f3f659f-d6e1-4d79-8dec-d219f97c26c3,Primal Moves,"Primal Moves is a bodyweight movement method designed to cultivate body awareness, strength & mobility. Get ready to sweat! This will be a proper workout with biped & quadrupedal movements, core work and (preparation for) handstands. Animal costumes very welcome!",Workshop,Here & Meow,,,Beduina,2026-07-08,10:15,60,Yes,1,Approved,2026-06-07 21:59:40,Goldie
b21bbcdf-8559-4840-8c81-a50e71213c71,Morning Piano & Coffee,"No matter if you are a beginner or a Mozart, you are welcome to come and play the piano under our chill shade and delight us while enjoying the morning coffee. Also allowed to come and sing, dance or whatever your body asks you to, even just to watch and listen.",Chillout,Olive Odyssey,,,,2026-07-07,10:30,90,Yes,1,Approved,2026-06-04 21:17:31,Sixto
b21bbcdf-8559-4840-8c81-a50e71213c71,Morning Piano & Coffee,"No matter if you are a beginner or a Mozart, you are welcome to come and play the piano under our chill shade and delight us while enjoying the morning coffee. Also allowed to come and sing, dance or whatever your body asks you to, even just to watch and listen.",Chillout,Olive Odyssey,,,,2026-07-10,10:30,90,Yes,1,Approved,2026-06-04 21:17:31,Sixto
bdc651bb-4534-44fa-96ea-82a61ff6df27,Pulpo Spa (Builders Edition) ,"Tired after a long, hard build? Come to Planet Pulpo and let us pamper you and show our appreciation with all our many tentacles. There will be hairwashing, massage, and really whatever else we feel like doing in order to get you ready for a whole new week of being your best self. 
This event is specifically for people who did build. Priority will be given to the heroes who have been on site the longest. ",Chillout,Planet Pulpo,,,,2026-07-07,11:00,180,No,1,Approved,2026-05-26 13:31:02,Shauna
